snapshot_as_of,item_id,item_created_at,baseline_bucket,with_trends_bucket,baseline_score,with_trends_score,risk_delta,bucket_transition,trend_overlap_terms,edge_case_flags,matched_topic_signals
2026-03-02T12:00:00Z,28fd27d6-d0e8-4b34-8247-888daeddd7f7,2019-05-10T12:44:53Z,low,low,6.73,6.73,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,ffcd0211-fbba-4b46-9444-a9eb47750e18,2020-02-20T05:25:36Z,low,low,5.95,5.95,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,0e89ca9b-ba9d-4dc1-a1fa-6dbce2bc0227,2017-12-08T20:22:57Z,low,low,8.15,8.15,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,3dea4a10-42c4-48d1-803f-be041045a79a,2017-11-10T17:46:03Z,low,low,8.23,8.23,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,6cee6c32-2153-4c3b-a905-6c717e19c69b,2021-06-12T20:34:04Z,low,low,10.64,10.64,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,9dfda7d7-181c-4a30-8226-5b16ce5d9f22,2025-04-27T05:50:28Z,low,low,8.76,8.76,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,15e677cc-864e-43a7-89f4-f5ca2b73e486,2018-12-30T10:08:37Z,low,low,15.09,15.09,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,00b108ce-3c3c-4a3f-9cb3-4a4c5558f1c2,2024-02-27T09:16:05Z,low,low,1.93,1.93,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,87c4b935-674e-42d6-8e56-e5e456bdf354,2024-02-15T00:07:44Z,low,low,1.96,1.96,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,5194965a-6d18-4d21-82a7-3fd8e28b77fc,2025-06-18T12:41:52Z,low,low,0.62,0.62,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,692089b1-995c-4550-a8ce-f1d58756e71c,2017-07-20T03:36:27Z,low,low,6.54,6.54,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,d73a9cd3-e90c-4b79-a7c8-f8969689104b,2019-11-09T12:13:15Z,low,low,6.23,6.23,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,e274d174-476a-447a-b895-7a1ba7c0a5db,2022-01-20T10:00:00Z,low,low,12.03,12.03,0.0,low->low,[],"[""possible_ambiguity"", ""possible_political_term_non_political""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,7520ba04-2aa9-40ec-a724-4f31ec9454b1,2015-11-08T13:46:00Z,low,low,17.0,17.0,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,de1f981c-a14a-4308-8e6e-a8b9e93dc471,2016-05-12T12:44:30Z,low,low,9.73,9.73,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,8668ef79-0f81-4bbd-b23d-a60d50d8042d,2020-08-13T18:59:53Z,low,low,5.47,5.47,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,ca7e9e7f-0af4-46ec-82f4-1bbacfbcf172,2018-05-17T09:04:49Z,low,low,22.72,22.72,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,17670b89-cced-47d6-811a-cd665676ec18,2022-04-24T14:26:26Z,low,low,3.77,3.77,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,410b90ba-1c1e-468c-a80d-811cd7779a8e,2019-01-30T11:17:17Z,low,low,15.01,15.01,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,67de8540-4ca2-4128-8914-c97faa70e290,2016-07-14T01:39:46Z,low,low,16.56,16.56,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,706e0a25-a2ff-4811-8167-f14dc0275d31,2025-01-25T21:26:55Z,low,low,1.01,1.01,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,d7648a28-acb1-482e-9b6e-c2b4322d9bb1,2019-09-03T06:56:21Z,low,low,18.42,18.42,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,cb6469ce-acb7-4250-abea-9e368eb632cc,2023-07-20T13:17:00Z,low,low,2.53,2.53,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,2d63e04d-85ee-4842-8f53-69e8ac1335fe,2022-09-06T20:44:56Z,low,low,3.4,3.4,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,67041a0c-73f8-4ade-ba45-c7856c6c9493,2018-12-29T19:28:35Z,low,low,13.09,13.09,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,75b26415-2c1e-41f4-865e-25a31a6c4497,2017-01-29T12:27:00Z,low,low,9.01,9.01,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,eb1aba69-993b-4847-a8f5-ccb69b556a56,2022-03-22T17:58:41Z,low,low,13.86,13.86,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,32db2d2a-d7a8-43e6-af81-688c4f32af9b,2017-05-05T00:20:19Z,low,low,13.75,13.75,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,cea7593f-1f89-4548-9e07-e0dadf1f1c88,2019-05-16T18:09:21Z,low,low,6.72,6.72,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,e5198933-0a3b-4eb7-a46b-1d7e0fd6a6b4,2018-08-11T01:36:16Z,low,low,13.48,13.48,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,34de973e-50e5-483b-aff6-d6d2291ee0b2,2015-10-12T17:49:39Z,low,low,19.0,19.0,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,69955bb5-d5e3-446a-ad1c-e2549a1e64e6,2016-02-08T12:25:01Z,low,low,13.98,13.98,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,81147bd1-0436-4bca-bfed-568bad0ee46a,2018-10-18T23:35:55Z,low,low,15.29,15.29,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,839548cf-c937-4db0-924f-8d75fb9b7985,2019-05-30T13:26:43Z,low,low,17.68,17.68,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,ddd021c2-b276-4696-9326-671d44a2970c,2024-10-05T08:00:00Z,low,low,5.32,22.92,17.6,low->low,"[""ai chatbots"", ""age verification""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,197227f1-c7fa-4645-bbb8-d05000e77d49,2016-03-26T18:24:48Z,low,low,22.85,22.85,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,d7d6997e-b872-4807-b3eb-686ed7153290,2024-01-10T18:22:12Z,low,low,10.06,10.06,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,19ed025b-70ca-4a6a-8538-d0e1817d83ea,2019-12-19T13:33:01Z,low,low,18.12,18.12,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,aa248381-6e2e-428a-abc3-1f800f33dca2,2016-08-13T20:13:41Z,low,medium,15.47,25.07,9.6,low->medium,"[""age verification""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,42ebbf6c-ec86-494c-b666-a52b43c5caac,2025-11-30T00:41:26Z,low,low,16.17,16.17,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,25432089-99bb-4918-a7f5-6d6600bd86c7,2025-07-15T16:51:56Z,low,low,0.55,0.55,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,b0a68dcc-ac4b-47b1-a0d5-bae0314993e4,2019-10-23T18:01:10Z,low,low,6.28,6.28,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,13d9acab-03f8-474a-a1ea-e64da5c34873,2020-05-03T14:10:40Z,low,low,5.75,5.75,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,f8641922-9391-4f08-9b2c-50e9cd51cd4f,2025-05-22T02:35:20Z,low,low,0.7,0.7,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,b43d653e-4b95-449e-9489-352177accb3c,2017-08-19T07:40:00Z,low,low,23.46,23.46,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,4c176cc3-c25a-4dea-a326-3c48fba105ef,2016-02-22T03:38:42Z,low,low,22.95,22.95,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,f7025db2-a717-4f28-b458-b5660795ca43,2019-11-23T06:32:40Z,low,low,6.19,6.19,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,bbfc3e46-883c-4d3d-bc8d-f237cf81acd6,2024-06-07T19:06:35Z,low,low,1.65,1.65,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,3fa0a894-daa4-42e7-bd16-e276d35d30f5,2020-02-15T06:55:19Z,low,low,5.96,5.96,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,da08b0b7-9b16-48cb-8dd4-3dc93cd5267d,2019-01-18T21:49:25Z,low,low,12.04,12.04,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,a9f55695-1aff-4a9d-83fa-ee2646dd9383,2017-12-26T11:41:53Z,low,low,13.1,13.1,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,f3315e01-a3b5-4313-97f0-7c754f432e90,2021-10-24T07:46:04Z,low,low,2.27,2.27,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,e2bbda0e-923f-4c64-ba28-07108d522dd8,2020-12-07T09:17:59Z,low,low,18.15,18.15,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,6ac057d3-d2b6-4006-8767-65c0dd4d1ce7,2024-08-17T13:27:07Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,d25720cf-e502-4320-9bd2-25dd5d73e22a,2022-01-11T19:56:42Z,low,low,2.05,2.05,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,36efc4fd-ffef-4bf2-9ff0-fb29f627f2bb,2022-02-09T15:31:29Z,low,low,11.98,11.98,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,dfb836c3-5342-406c-b309-bde3bc8628ae,2025-10-19T09:57:28Z,low,low,15.28,15.28,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,243e16a0-c1cb-4bcd-ae32-50a650545070,2020-05-21T15:56:02Z,low,low,5.7,5.7,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,c71c8366-5b76-4153-83d0-1a889a4bbfdd,2018-04-08T01:53:45Z,low,low,14.82,14.82,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,76e3a7c7-f9a9-4057-aa77-bba0bcc9aa1c,2025-06-17T13:17:54Z,low,low,0.62,0.62,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,1be5b31c-59b2-4cc2-bd65-97a224bb45e9,2015-04-24T06:44:06Z,low,low,15.0,15.0,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,7e08380a-70de-4375-afda-7ca31ae4b44f,2016-02-14T02:10:00Z,low,low,22.97,22.97,0.0,low->low,[],"[""possible_ambiguity"", ""possible_political_term_non_political""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,8a763f2d-88e7-4150-ae04-d6769cb69d6a,2019-11-06T20:24:02Z,low,low,22.24,22.24,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,e3392008-d3a7-4d2e-a246-7c7fca8d76d9,2020-04-05T20:46:31Z,low,low,14.82,14.82,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,ee01c338-8d5b-476f-bc14-7cd0d9127c87,2019-06-12T03:14:01Z,medium,medium,26.64,26.64,0.0,medium->medium,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,38ba69e4-8640-458e-9422-5b44048d3c88,2020-05-31T01:53:35Z,low,low,5.67,5.67,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,443c935f-6659-4dae-b102-b0d54f0fd17e,2017-08-08T15:41:37Z,low,low,6.48,6.48,0.0,low->low,[],[],[]
2026-03-02T12:00:00Z,a90ea5e5-9e51-4f24-bc1c-107eb2193bfe,2018-11-24T06:07:27Z,low,low,15.19,15.19,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,88a3920c-b9e2-4e11-9aca-07b76bd9cadc,2021-09-17T19:13:24Z,low,low,11.37,11.37,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2026-03-02T12:00:00Z,43da8e5a-1a92-4e87-947b-29ac6c3426c5,2019-05-01T03:24:38Z,low,low,15.76,15.76,0.0,low->low,[],[],[]
